Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Tipo de Delito: Nivel 4;Nacionalidad;Periodo;Total
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de la UE27_2020 sin España;2016;""
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de la UE27_2020 sin España;2015;""
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de la UE27_2020 sin España;2014;""
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de la UE27_2020 sin España;2013;""
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE28;2024;""
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE28;2023;""
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE28;2022;""
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE28;2021;""
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE28;2020;""
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE28;2019;2
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE28;2018;0
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE28;2017;3
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE28;2016;2
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE28;2015;0
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE28;2014;2
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE28;2013;3
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE27_2020;2024;4
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE27_2020;2023;8
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE27_2020;2022;5
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE27_2020;2021;5
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE27_2020;2020;11
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE27_2020;2019;""
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE27_2020;2018;""
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE27_2020;2017;""
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE27_2020;2016;""
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE27_2020;2015;""
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE27_2020;2014;""
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;País de Europa menos UE27_2020;2013;""
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Africa;2024;8
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Africa;2023;20
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Africa;2022;5
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Africa;2021;15
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Africa;2020;10
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Africa;2019;11
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Africa;2018;13
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Africa;2017;13
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Africa;2016;11
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Africa;2015;10
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Africa;2014;15
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Africa;2013;22
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De América;2024;40
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De América;2023;26
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De América;2022;21
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De América;2021;23
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De América;2020;19
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De América;2019;16
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De América;2018;19
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De América;2017;18
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De América;2016;16
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De América;2015;28
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De América;2014;25
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De América;2013;37
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Asia;2024;33
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Asia;2023;2
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Asia;2022;1
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Asia;2021;5
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Asia;2020;3
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Asia;2019;1
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Asia;2018;1
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Asia;2017;7
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Asia;2016;2
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Asia;2015;2
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Asia;2014;1
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Asia;2013;1
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Oceanía;2024;0
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Oceanía;2023;0
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Oceanía;2022;0
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Oceanía;2021;0
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Oceanía;2020;0
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Oceanía;2019;0
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Oceanía;2018;0
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Oceanía;2017;0
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Oceanía;2016;0
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Oceanía;2015;0
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Oceanía;2014;0
A Delitos;1 Homicidio y sus formas;1.2 Asesinato;;De Oceanía;2013;0
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Total;2024;489
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Total;2023;520
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Total;2022;533
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Total;2021;560
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Total;2020;464
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Total;2019;553
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Total;2018;587
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Total;2017;593
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Total;2016;613
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Total;2015;628
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Total;2014;559
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Total;2013;616
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Española;2024;411
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Española;2023;411
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Española;2022;408
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Española;2021;461
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Española;2020;403
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Española;2019;460
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Española;2018;481
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Española;2017;523
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Española;2016;540
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Española;2015;546
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Española;2014;505
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;Española;2013;553
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE28 sin España;2024;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE28 sin España;2023;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE28 sin España;2022;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE28 sin España;2021;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE28 sin España;2020;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE28 sin España;2019;44
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE28 sin España;2018;50
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE28 sin España;2017;39
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE28 sin España;2016;41
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE28 sin España;2015;43
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE28 sin España;2014;26
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE28 sin España;2013;34
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE27_2020 sin España;2024;24
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE27_2020 sin España;2023;21
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE27_2020 sin España;2022;28
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE27_2020 sin España;2021;28
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE27_2020 sin España;2020;22
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE27_2020 sin España;2019;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE27_2020 sin España;2018;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE27_2020 sin España;2017;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE27_2020 sin España;2016;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE27_2020 sin España;2015;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE27_2020 sin España;2014;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de la UE27_2020 sin España;2013;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE28;2024;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE28;2023;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE28;2022;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE28;2021;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE28;2020;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE28;2019;10
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE28;2018;10
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE28;2017;2
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE28;2016;4
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE28;2015;8
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE28;2014;3
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE28;2013;3
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE27_2020;2024;9
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE27_2020;2023;3
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE27_2020;2022;3
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE27_2020;2021;5
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE27_2020;2020;8
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE27_2020;2019;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE27_2020;2018;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE27_2020;2017;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE27_2020;2016;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE27_2020;2015;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE27_2020;2014;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;País de Europa menos UE27_2020;2013;""
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Africa;2024;27
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Africa;2023;73
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Africa;2022;79
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Africa;2021;41
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Africa;2020;14
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Africa;2019;13
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Africa;2018;19
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Africa;2017;7
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Africa;2016;9
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Africa;2015;10
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Africa;2014;10
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Africa;2013;16
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De América;2024;13
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De América;2023;11
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De América;2022;14
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De América;2021;18
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De América;2020;15
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De América;2019;22
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De América;2018;24
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De América;2017;21
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De América;2016;16
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De América;2015;19
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De América;2014;12
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De América;2013;9
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Asia;2024;5
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Asia;2023;1
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Asia;2022;1
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Asia;2021;7
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Asia;2020;2
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Asia;2019;4
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Asia;2018;3
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Asia;2017;1
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Asia;2016;1
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Asia;2015;2
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Asia;2014;3
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Asia;2013;1
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Oceanía;2024;0
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Oceanía;2023;0
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Oceanía;2022;0
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Oceanía;2021;0
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Oceanía;2020;0
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Oceanía;2019;0
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Oceanía;2018;0
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Oceanía;2017;0
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Oceanía;2016;2
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Oceanía;2015;0
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Oceanía;2014;0
A Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;De Oceanía;2013;0
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Total;2024;1
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Total;2023;2
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Total;2022;""
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Total;2021;""
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Total;2020;1
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Total;2019;1
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Total;2018;1
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Total;2017;1
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Total;2016;7
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Total;2015;""
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Total;2014;""
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Total;2013;1
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Española;2024;1
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Española;2023;2
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Española;2022;""
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Española;2021;""
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Española;2020;0
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Española;2019;1
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Española;2018;1
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Española;2017;1
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Española;2016;7
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Española;2015;""
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Española;2014;""
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;Española;2013;1
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;País de la UE28 sin España;2024;""
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;País de la UE28 sin España;2023;""
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;País de la UE28 sin España;2022;""
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;País de la UE28 sin España;2021;""
A Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;País de la UE28 sin España;2020;""
